,tweet_date,processed_tweet_text
10482,2021-09-15,rejectmilitary
10484,2021-09-15,khinpalu wonyakyay village salin tsp sac terrorists shot dead unainglin executive nld head
10485,2021-09-15,sacterroirsts raided sanpya village myaing tsp
10497,2021-09-15,
10500,2021-09-15,help innocent civilians sac terrorists covid
10503,2021-09-15,
10505,2021-09-15,
10508,2021-09-15,according locals motorcycle passing township police station mon state shot milita
10528,2021-09-15,help innocent civilians sac terrorists covid
10539,2021-09-15,
10545,2021-09-15,
10554,2021-09-15,sacterroirsts raided sanpya myaing tsp magway sep youth shot dead terrorists morning sep
10585,2021-09-15,help innocent civilians sac terrorists covid
10588,2021-09-15,
10591,2021-09-15,
10599,2021-09-15,according locals motorcycle passing township police station mon state shot milita
10622,2021-09-15,famous galas singapore
10657,2021-09-15,bekho village twantay tsp sac terrorists shot dead thet lwin house night brought
10667,2021-09-15,khinpalu wonyakyay village salin tsp sac terrorists shot dead unainglin executive nld head
10680,2021-09-15,singapore/ key 1st mini album bad love poster included order closes sept
10729,2021-09-15,rejectmilitary
10732,2021-09-15,rejectmilitary
10742,2021-09-15,
10744,2021-09-15,help innocent civilians sac terrorists covid
10746,2021-09-15,
10747,2021-09-15,
10748,2021-09-15,
10750,2021-09-15,chinas economy weakens delta outbreak wary consumers
10757,2021-09-15,sacterroirsts raided sanpya myaing tsp magway sep youth shot dead terrorists morning sep
10761,2021-09-15,rejectmilitary
10772,2021-09-15,sac terrorists shot local man times abducted kyauktan village kawlin tsp sagaing thi
10773,2021-09-15,according locals motorcycle passing township police station mon state shot milita
10774,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
10788,2021-09-15,sac terrorists shot local man times abducted kyauktan village kawlin tsp sagaing morning
10809,2021-09-15,rejectmilitary
10810,2021-09-15,civilians avoid war military shot death unarmed civilians know rule war
10811,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
10827,2021-09-15,civilians avoid war military shot death unarmed civilians know rule war
10828,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
10837,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
10842,2021-09-15,sac terrorists shot local man times abducted kyauktan village kawlin tsp sagaing morning
10854,2021-09-15,
10861,2021-09-15,
10864,2021-09-15,
10865,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
10868,2021-09-15,civilians avoid war military shot death unarmed civilians know rule war
10874,2021-09-15,civilians avoid war military shot death unarmed civilians know rule war
10875,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
10881,2021-09-15,sac terrorists shot local man times abducted kyauktan village kawlin tsp sagaing morning
10886,2021-09-15,sacterroirsts raided sanpya myaing tsp magway sep youth shot dead terrorists morning sep
10888,2021-09-15,sac terrorists shot local man times abducted kyauktan village kawlin tsp sagaing morning
10889,2021-09-15,kothetlwinoo photo bikho vlg twantay tsp yangon shot dead night
10900,2021-09-15,sac terrorists shot local man times abducted kyauktan village kawlin tsp sagaing morning
10920,2021-09-15,civilians avoid war military shot death unarmed civilians know rule war
10922,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
10926,2021-09-15,singapore followers
10928,2021-09-15,miss vid singaporean fucks tourist hot post awhile
10954,2021-09-15,coronavirus
10978,2021-09-15,video footage ] mandalays aungmyaytharsan strike brutally shot cracked
10979,2021-09-15,naing lin nld executive magways salin tsp shot dead yesterday body
10998,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
11009,2021-09-15,military junta killed 19yo boy early teens sanpya village myaing tsp sep15 boys
11045,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11051,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11099,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
11101,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11128,2021-09-15,rejectmilitary
11134,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11143,2021-09-15,
11154,2021-09-15,
11172,2021-09-15,sacterroirsts raided sanpya myaing tsp magway sep youth shot dead terrorists morning sep
11186,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11206,2021-09-15,covid business insurance payouts billion pounds watchdog
11256,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11274,2021-09-15,civilians body found near mwaelal village gangaw tsp sac massacred slashing knives
11292,2021-09-15,finally getting dose vaccine tomorrow excited anxious
11312,2021-09-15,sac terrorists shot local man times abducted kyauktan village kawlin tsp sagaing morning
11314,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11329,2021-09-15,sacterroirsts raided sanpya myaing tsp magway sep youth shot dead terrorists morning sep
11364,2021-09-15,paid tribute heroes sacrificed lives standing freedom
11399,2021-09-15,sacterroirsts raided sanpya myaing tsp magway sep youth shot dead terrorists morning sep
11410,2021-09-15,paid tribute heroes sacrificed lives standing freedom
11414,2021-09-15,paid tribute heroes sacrificed lives standing freedom
11420,2021-09-15,paid tribute heroes sacrificed lives standing freedom
11427,2021-09-15,alice specialland photo set shots heard new master coming person
11431,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11468,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11482,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11508,2021-09-15,military junta killed teenagers sanpya village myaing tsp boys totured death shot
11509,2021-09-15,military convoy ambushed sagaings kawlin tsp junta terrorists opened gunfires damaging houses
11513,2021-09-15,paid tribute heroes sacrificed lives standing freedom
11526,2021-09-15,military convoy ambushed sagaings kawlin tsp junta terrorists opened gunfires damaging houses
11533,2021-09-15,military convoy ambushed sagaings kawlin tsp junta terrorists opened gunfires damaging houses
11534,2021-09-15,magways myaing tsp people including year old children shot dead
11538,2021-09-15,civilians avoid war military shot death unarmed civilians know rule war
11539,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
11546,2021-09-15,civilians avoid war military shot death unarmed civilians know rule war
11547,2021-09-15,happening sac terrorists killed unarmed villagers committing genocide
11554,2021-09-15,military convoy ambushed sagaings kawlin tsp junta terrorists opened gunfires damaging houses
11570,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11575,2021-09-15,sac terrorists raided sanpya myaing tsp magway sep youth shot dead morning sep burned
11585,2021-09-15,paid tribute heroes sacrificed lives standing freedom
11592,2021-09-15,military junta killed teenagers sanpya village myaing tsp boys totured death shot
11594,2021-09-15,military convoy ambushed sagaings kawlin tsp junta terrorists opened gunfires damaging houses
11601,2021-09-15,hlamyohtut police officer join cdm mingin pdf member died clash sac
11603,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11605,2021-09-15,
11610,2021-09-15,
11617,2021-09-15,telenor said today choice leave juntas directive activate intercept equipment
11630,2021-09-15,military convoy ambushed sagaings kawlin tsp junta terrorists opened gunfires damaging houses
11631,2021-09-15,military junta killed teenagers sanpya village myaing tsp boys totured death shot
11777,2021-08-15,buddhist monks rest day pray myanmar people prayers protect juntas brutality
11781,2021-08-15,actually excited post apocalyptic singapore heartlands
11894,2021-08-16,nugs anticipated spring nwayoo lottery opened sold 000 tickets quota today
11910,2021-08-16,buddhist monks rest day pray myanmar people prayers protect juntas brutality
12246,2021-08-16,malala got shot head bit weird performative suppose twitter
12337,2021-08-16,rejectmilitary
12360,2021-08-16,lisas bulgari ion orchard shopping mall singapore logo
12406,2021-08-16,@ suntec singapore convention exhibition centre
12944,2021-08-16,covid alpha delta lambda forming sorority philippines
12968,2021-08-16,
12997,2021-08-16,dawei tanintharyi division revolutionary youths rural area thayet chaung township provided foods
13015,2021-08-16,cases prisons surged testing transparency clear plan junta
13029,2021-08-16,vacxination important stop infection infection feel like common flu
13047,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13053,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13076,2021-08-16,pfizer
13142,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13219,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19
13235,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13268,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13274,2021-08-16,malala got shot head bit weird performative suppose twitter
13283,2021-08-16,
13289,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13290,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13296,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13312,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13332,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13335,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13336,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13356,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13387,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13388,2021-08-16,flex social media pre covid
13396,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13397,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13398,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13399,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13420,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13421,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13424,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13427,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13449,2021-08-16,fully vaccinated
13450,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13452,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13455,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13461,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13493,2021-08-16,
13506,2021-08-16,
13578,2021-08-16,thank heres tank shot
13587,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
13589,2021-08-16,mandalay volunteers group donated need result combined impact covid coup day
13644,2021-08-16,nyunt shwe chairman bago township nld party representative constituency bago tsp det
13665,2021-08-16,
13681,2021-08-16,
13686,2021-08-16,
13702,2021-08-16,
13736,2021-08-16,unyuntshwe regional representative nld partys hluttaw died result covid19 charged
