,user_screenname,tweet_text
216,TODAYonline,"Fala Chen’s Ex-Husband And Neway Karaoke Chain Heir, Daniel Sit, Is Now Engaged https://t.co/MC12l33JWg"
217,straits_times,60% of job discrimination complaints in S'pore each year are nationality-based https://t.co/WraHDYXfK8
218,TODAYonline,Taiwanese Star Dominique Choy Accused Of Making Her Maid Sit In The Boot Of Her SUV; This Is How She Responded https://t.co/pXJeji5YMS
219,straits_times,RT @ST_LifeTweets: Digital doggies: Pet influencers on the rise in Singapore https://t.co/3CJbXsjX88
220,TODAYonline,S’pore Bubble Tea Kiosk Hires Deaf Staff Who Serve Drinks Through A Hole-In-The-Wall https://t.co/9dDqkarKjC
221,straits_times,Company director used false documents of fictitious transactions to cheat banks of over $10m https://t.co/IqGOwMLh2M
222,stbusinessdesk,"SGX, SET launch depository receipts linkage between Singapore andThailand https://t.co/TjBalTVpCe"
223,straits_times,"RT @stbusinessdesk: SGX, SET launch depository receipts linkage between Singapore andThailand https://t.co/TjBalTVpCe"
224,TODAYonline,Dodgy Online Merchant Uses Unglam Pic Of Dee Hsu Sleeping To Sell Pillows https://t.co/ttiGhBgxL9
225,straits_times,RT @ST_LifeTweets: Pet influencers on the rise in Singapore https://t.co/MdRgUpdNOe
226,straits_times,NTU scientists say their computer modelling can help cut Covid-19 infections and deaths by up to 89% https://t.co/mSwgneoPPC
227,TODAYonline,North Korea fires two ballistic missiles: South Korea military https://t.co/5y01JdVYcK
228,ChannelNewsAsia,Seniors should minimise social interactions over next 2 weeks to protect against COVID-19: AIC… https://t.co/9cBCM10FVg
229,TODAYonline,Historian Thum Ping Tjin given stern warning by police over five illegal election advertisements https://t.co/Q8YMmmg406
230,TODAYonline,"Job vacancies in June reach record 92,100; many unfilled roles in construction, manufacturing due to border curbs https://t.co/F5mwLL14Gg"
231,mrbrown,"RT @ahtiong73: amazing that after nearly 2 years with pandemic there are still entitled people... on a bus!! 

""I'm blocking the way, go us…"
232,ChannelNewsAsia,H&M's sales still lag pre-pandemic levels as restrictions bite https://t.co/RxhxxXEMX8 https://t.co/xhhPjGFejk
233,MothershipSG,"Man, 30, charged with forging doctor's memo to appear vaccinated to dine in at Orchard 
https://t.co/QLPyxhbblU https://t.co/aQbR2PWzXX"
234,straits_times,Woman charged with harassing neighbours claims 'injustice' over 14-day IMH remand https://t.co/ehthvrtO7e
235,straits_times,"Advisory committee on gig workers meets for first time, does not rule out legislation to protect workers https://t.co/gzNTHqEjqK"
236,straits_times,All Saints Home and Ren Ci nursing home facilitating communications between residents and family after suspension o… https://t.co/Pj9k9ki1K3
237,TODAYonline,"Woman testifies about mother of her adopted child allegedly stalking her, filing more than 100 false police reports https://t.co/gk2kQ1Qebf"
238,MothershipSG,"101,000 doses of Sinovac vaccine available at 17 S'pore clinics from Sep. 24, 2021
https://t.co/vL7Ja6ZiTa https://t.co/gDtHSBNcpM"
239,TODAYonline,Historian Thum Ping Tjin given stern warning by police over 5 illegal election advertisements https://t.co/Q8YMmmg406
240,asonofapeach,"Boo fucking hoo. Masuk IMH 14 hari injustice eh, kau torment neighbour kau berbulan-bulan okay? Babi."
241,TODAYonline,Historian Thum Ping Tjin given stern warning by police over 5 illegal election ads https://t.co/Q8YMmmg406
242,ChannelNewsAsia,EU's chief executive warns against 'pandemic of the non-vaccinated' https://t.co/UnTFLW8rLv https://t.co/K4SbgALseZ
243,straits_times,Thum Ping Tjin warned over unauthorised paid ads by New Naratif during GE2020 https://t.co/cykAFfeClb
244,TODAYonline,Work pass privileges suspended after S'pore Ambulance Association failed to pay at least 15 Covid-19 vaccinators https://t.co/sBBvTuMrXy
245,ChannelNewsAsia,Singapore's new private home sales fall 23.6% in August after hitting six-month high https://t.co/lIAxNpyxqC https://t.co/jOlEMagRuf
246,STForeignDesk,"India considers resuming vaccine exports, to focus on Africa, says source https://t.co/MfSQFhGwQd"
247,straits_times,"Govt must take some responsibility for misinformation about Ceca, says Pritam Singh https://t.co/YIe8NXVa1u"
248,straits_times,"S'pore top in broadband speed in world digital quality of life index, but slips in mobile speed https://t.co/Xs8QxLHQOw"
249,straits_times,"RT @STForeignDesk: India considers resuming vaccine exports, to focus on Africa, says source https://t.co/MfSQFhGwQd"
250,TODAYonline,"Average of 379 workplace discrimination cases reported yearly, ‘inappropriate’ to count sick leave usage in staff a… https://t.co/vdX8tYzlUn"
251,TODAYonline,On average 430 accidents per year at junctions with discretionary turns; installation of new signals delayed: Iswar… https://t.co/r9YVDPXgoB
252,TODAYonline,"24 cases of dislodged facades reported yearly on average, 30,000 buildings to be inspected: Desmond Lee https://t.co/g6sQsDCMWw"
253,straits_times,Private tutor graduates as special needs educator to better help her students https://t.co/hWKnzJwkR1
254,TODAYonline,"75 S’pore bank customers cheated of S$500,000 through unauthorised credit card transactions via diverted SMS one-ti… https://t.co/45fOJ9GGk1"
255,ChannelNewsAsia,Athletics: World cross country championships postponed to 2023 due to COVID restrictions https://t.co/31FwZ3DT0t https://t.co/UMeQaB96Rn
256,TODAYonline,"RT @JustinOngTODAY: The TLDR is that a firm, the Singapore Ambulance Association (SAA), had hired Covid-19 vaccinators but failed to pay at…"
257,ChannelNewsAsia,Singapore's Carousell valued at US$1.1 billion after bagging US$100 million in new funding https://t.co/XGLa2RNcyQ https://t.co/sQLSHp1DfP
258,TODAYonline,"Man jailed, fined S$30,000, caned for crashing his PMD into motorcyclist on road, other offences https://t.co/le2swAZKNf"
259,TODAYonline,"RT @JustinOngTODAY: The TLDR is that a firm, the Singapore Ambulance Association (SAA), had hired Covid-19 vaccinators but failed to pay at…"
260,hahazebr4,RT @historyogi: These are the most famous galas in Singapore. https://t.co/BDY4yUhBfr
261,TODAYonline,Building resilience in Singapore’s youth https://t.co/mpNVBcrCyu
262,straits_times,World's first commercial cultured meat production facility operational in Singapore https://t.co/dlybYajFIU
263,TODAYonline,"Apple store on Orchard Road fined S$1,000 for allowing social gathering at workplace https://t.co/4bZaBPacvJ"
264,TODAYonline,EU's chief executive warns against 'pandemic of the unvaccinated' https://t.co/3dX9Dezvly
265,kixes,"Awkwardly I had my headphones in at the time and didn't hear a thing, one day there's going to be an emergency and… https://t.co/x6MNS60JUH"
266,ChannelNewsAsia,'The Morning Show' moves beyond #MeToo to COVID and cancel culture https://t.co/yqB3gAgZCW https://t.co/4t1pT9ypLz
267,historyogi,"RT @YahooSG: At the 9:47:56 mark of the marathon session, shortly after Tan See Leng spoke in response to Leong Mun Wai's motion, someone c…"
268,TODAYonline,"Gymnasts Simone Biles, Aly Raisman to testify in US Senate sex abuse probe https://t.co/6AlSg716ka"
269,straits_times,What does being not-for-profit mean for SPH Media: Interim CEO Patrick Daniel https://t.co/zL8rkUVFQJ
270,straits_times,Next few weeks critical as Singapore faces unprecedented Covid-19 situation: Ong Ye Kung https://t.co/2dQM9xcZzY
271,straits_times,"Students and teachers in primary schools, MOE kindergartens and special ed schools to get 800k ART kits https://t.co/6nOcXU1W95"
272,mrbrown,"“…the SCDF will be sounding the ""Important Message"" signal through the island-wide network of PWS sirens on 15 Febr… https://t.co/HE3m7K0omC"
273,TODAYonline,"Man jailed for hitting sister, verbally abusing NEA officer who caught his father smoking https://t.co/d7Aw7RPWCv"
274,TODAYonline,"Sinovac to supply Singapore with additional 101,000 doses of Covid-19 vaccine https://t.co/m9SOyTvnsV"
275,straits_times,Jail for e-scooter rider who injured biker and his daughter after riding in a negligent manner https://t.co/SVMfgwm7mE
276,straits_times,Temasek Polytechnic launches refrigerant handling course to reduce greenhouse gas emissions https://t.co/mQ5yS9Lhwx
277,straits_times,Evening Update: Today's headlines from The Straits Times on Sept 15 https://t.co/nObMUY4BJK
278,ChannelNewsAsia,Japanese company behind upcoming egg farm in Singapore 'aware' of PETA's allegations of animal cruelty… https://t.co/kZY3wxHMTN
279,TODAYonline,"Contractors working on HDB projects to get more help, including protected prices for some raw materials https://t.co/wiDzYEozgC"
280,TODAYonline,"Over 5 years’ jail for chopper-wielding man who attacked elderly aunt, healthcare assistant https://t.co/vKDQQNee5a"
281,straits_times,Vivian Balakrishnan apologises to PSP's Leong Mun Wai for remarks in Parliament https://t.co/XJgyX8AF6o
282,ChannelNewsAsia,Biden to meet US CEOs in 'rallying cry' for vaccine mandates https://t.co/Qu4fR6cwkT https://t.co/wNd2YhWVp8
283,straits_times,Vivian Balakrishnan apologises to PSP's Leong Mun Wai after ‘illiterate’ comment circulates online https://t.co/ctmFTdNNTZ
284,straits_times,Chicken prices could increase in Singapore fuelled by rising feed costs in Malaysia https://t.co/1px1nOCtPT
285,TODAYonline,Cuba seeks WHO approval of Covid-19 vaccines as toddlers brace for shot https://t.co/yCODfN7IZT
286,straits_times,Health Check Podcast: Why bother about asymptomatic Covid-19 cases? https://t.co/tk7TxeWIhv
287,straits_times,Singapore to trial import of renewable hydropower from Laos in cross-border power trade deal https://t.co/jM411lOmjR
288,TODAYonline,UK woman installs locks on fridge and cupboards to prevent 10kg pet cat from stealing food https://t.co/dqINJYdGlb
289,TODAYonline,Vivian Balakrishnan apologises to Leong Mun Wai after ‘illiterate’ comment in Parliament goes viral https://t.co/8W2mLuDOzn
290,VivianBala,Heartiest congratulations to the award recipients! Thank you for your dedication and service to MFA and Singapore. https://t.co/jfhXerZdbg
291,straits_times,MNCs come to Singapore to play global game and need global talent pool: Mariam Jaafar https://t.co/rOytN0UK51
292,STForeignDesk,"Malaysia's Covid-19 death toll falls, but reported backlog of cases spark concern https://t.co/yOzOy68yQG"
293,straits_times,"RT @STForeignDesk: Malaysia's Covid-19 death toll falls, but reported backlog of cases spark concern https://t.co/yOzOy68yQG"
294,kixes,RT @LLakhdhir: A good summary by @kixes of some of the issues raised by the sweeping anti-foreign interference law working its way through…
295,TODAYonline,"RT @NaveneTODAY: Mr Leong told TODAY he accepted Mr Vivian Balakrishnan's apology but is ""also curious to know who are the other persons wh…"
296,MothershipSG,"[JUST IN] Covid-19 update in S'pore on Sep. 15:

NEW CASES: 807

* Local community cases: 770
* Dormitory cases: 34… https://t.co/LbLMnaW2WI"
297,TODAYonline,"Hostels, havens for the thrifty, fight to survive the pandemic https://t.co/95Jo4ZkuiQ"
298,ChannelNewsAsia,Singapore reports 804 new local #COVID19 cases; nursing homes in Simei and West Coast among new clusters… https://t.co/LVMuJkr3Po
299,sporeMOH,"Update on COVID-19 situation (15 Sep 2021): 

238 seniors above the age of 60 were infected today. Seniors are at h… https://t.co/Gv9KXh35Xh"
300,MothershipSG,"804 local Covid-19 cases in S'pore on Sep. 15, 238 are seniors above 60 years old https://t.co/tXIEWYJ1RY https://t.co/dzRpi4eGxk"
301,ChannelNewsAsia,"804 new locally transmitted COVID-19 cases in Singapore, 2 nursing homes among new clusters https://t.co/aKS8clibnW https://t.co/Z1zqm409xN"
302,straits_times,807 new Covid-19 cases in S'pore; new clusters at two nursing homes https://t.co/lL8UjvNiAW
303,TODAYonline,Covid-19: 804 new locally transmitted cases; 2 more clusters discovered at nursing homes https://t.co/lpPRWcLCWp
304,TODAYonline,"About 3,200 vaccinated seniors first to receive Covid-19 booster shots https://t.co/GnQjDGaTEQ"
305,TODAYonline,"Covid-19 pilot scheme: First migrant worker groups leave dorms to pray, shop and meet friends in Little India https://t.co/hdL7s1pKLk"
306,ChannelNewsAsia,"COVID-19 cases surge in North America, decline in South America, says health agency https://t.co/Tsn9ookBvP https://t.co/kBKhdzv0rs"
307,STForeignDesk,Coronavirus: White House plans 'new system' for international travel https://t.co/YSsodY4oAZ
308,ChannelNewsAsia,COVID-19: Can glasses protect you? How long can microbes survive on surfaces? https://t.co/Q1dzuejdQJ https://t.co/FV1v02YLAS
309,STForeignDesk,Hospitalisations of Americans younger than 50 reach new coronavirus pandemic highs https://t.co/BN6oFcQZ6f
310,STForeignDesk,"UK's Covid-19 vaccinated youth are offered clothes, holiday vouchers https://t.co/B6nFHjKc7M"
311,straits_times,"RT @STForeignDesk: UK's Covid-19 vaccinated youth are offered clothes, holiday vouchers https://t.co/B6nFHjKc7M"
312,ChannelNewsAsia,"Japan's economy rebounds in April-June, COVID clouds outlook https://t.co/TnjvqEhGg6 https://t.co/UTZKMK1bFd"
313,STopinion,"US, China tread warily as Myanmar burns https://t.co/0NDhqa7Brn"
314,straits_times,Morning Briefing: Top stories from The Straits Times on Aug 16 https://t.co/6q3dAShhy6
315,STForeignDesk,Roadblocks erected in Sydney as Australia battles Covid-19 outbreak https://t.co/oqK0wsw8MV
316,straits_times,RT @STForeignDesk: Roadblocks erected in Sydney as Australia battles Covid-19 outbreak https://t.co/oqK0wsw8MV
317,straits_times,RT @STopinion: Heeding how the young view the future https://t.co/CSV1X8ujmA
318,straits_times,"RT @STopinion: US, China tread warily as Myanmar burns https://t.co/0NDhqa7Brn"
319,ChannelNewsAsia,Roadblocks erected in Sydney as Australia battles Delta outbreak https://t.co/ceIbhAFIQh https://t.co/ANLCLtgoTP
320,STopinion,MediShield Life and the cost of cancer treatment https://t.co/57YhIB0exz
321,stbusinessdesk,"Japan's economy rebounds in April-June, Covid clouds outlook https://t.co/01hHQQunv5"
322,straits_times,"RT @stbusinessdesk: Japan's economy rebounds in April-June, Covid clouds outlook https://t.co/01hHQQunv5"
323,straits_times,RT @STopinion: MediShield Life and the cost of cancer treatment https://t.co/57YhIB0exz
324,straits_times,7th time lucky: Singapore's very own giant panda cub https://t.co/BMUEAfuyIV
325,STForeignDesk,Indonesia animal-lovers help pets left behind by coronavirus https://t.co/njPAZsbxvL
326,straits_times,RT @STForeignDesk: Indonesia animal-lovers help pets left behind by coronavirus https://t.co/njPAZsbxvL
327,straits_times,RT @STopinion: An appeal for the Afghans we know and love https://t.co/LxwVGHLAgO
328,ChannelNewsAsia,New Zealand set to deliver Asia's first pandemic-era rate hike: Reuters poll https://t.co/CjS8Ea67V7 https://t.co/4s5hVDgdfC
